1271/n00017222_14709.JPEG,156.843575419,172.05027933,106.407821229,147.796992481,145.281954887,102.770676692,226.916666667,233.703703704,239.666666667,107.410447761,111.02238806,67.3955223881,169.482394366,173.813380282,136.147887324
1271/n00017222_24219.JPEG,56.9464178206,67.4136062613,11.3991571343,175.882352941,183.174962293,102.259426848,113.120209059,116.56184669,36.6045296167,229.645468998,236.368839428,191.379968203,184.441955193,179.3299389,48.1934826884
1271/n00017222_22777.JPEG,98.4505462061,12.7093297904,37.583407145,155.48153753,165.305387409,83.0329903148,131.124947235,69.5674686928,94.1594202899,96.4350621517,104.772610373,19.2398199743,33.9079579847,13.3439558483,6.82730995193
1271/n00017222_12363.JPEG,215.391304348,225.971014493,215.275362319,70.8858447489,90.8538812785,26.904109589,129.757142857,155.878571429,69.0214285714,192.06185567,214.113402062,156.865979381,36.6445783133,45.4939759036,11.8734939759
1271/n00017222_23589.JPEG,164.859964881,166.922300263,87.4488586479,167.995869607,178.501811019,168.506767491,73.3107344633,80.0734463277,49.8775894539,127.495564983,132.723486309,5.63285769379,175.855693868,180.099585062,129.118487782
1271/n00017222_3074.JPEG,186.302907983,219.628058324,7.69272592471,7.6392092257,63.3088962109,21.7089088835,15.3555268261,82.8489241851,47.0718441223,212.71530503,245.659364966,24.6492329647,137.624165872,170.326263108,6.68636796949
1271/n00017222_503.JPEG,81.65,71.9777777778,15.387037037,144.855683269,134.791826309,71.2439335888,174.313901345,199.506726457,231.156950673,120.215909091,46.6590909091,119.278409091,43.0337423313,29.5981595092,12.8190184049
1271/n00017222_1502.JPEG,22.1319351252,27.3499098961,16.2502588091,192.465381391,200.312824811,166.735121542,92.3276748356,98.8394500897,79.4031081889,39.3817834173,50.2302450895,28.0395619677,246.647632074,247.700632587,239.570695845
1271/n00017222_22892.JPEG,104.128,120.512,25.512,229.742138365,221.830188679,196.377358491,59.6398104265,53.8862559242,34.8151658768,169.972027972,160.713286713,133.874125874,22.1129943503,16.6836158192,10.2485875706
1271/n00017222_22430.JPEG,120.646719783,113.832344465,75.0413629429,165.963172805,164.164620711,195.874724583,59.0056824513,61.5484122563,18.3900835655,223.145665146,223.566865567,229.803439803,93.2896218825,85.6693483508,36.8241150442
